name	chrom	strand	txStart	txEnd
ENSG00000146192	6	+	36973423	36996846
ENSG00000146197	6	+	35182196	35220856
ENSG00000146205	2	+	242127924	242164791
ENSG00000146215	6	-	43273210	43276535
ENSG00000146216	6	+	43211418	43255997
ENSG00000146221	6	-	44246480	44265425
ENSG00000146223	6	+	42847373	42857634
ENSG00000146232	6	-	44225903	44233500
ENSG00000146233	6	-	46517541	46620523
ENSG00000146242	6	+	83073348	83080545
ENSG00000146243	6	+	79577189	79612819
ENSG00000146247	6	-	79645584	79787953
ENSG00000146250	6	+	84222194	84235419
ENSG00000146263	6	-	97590037	97731052
ENSG00000146267	6	-	99719045	99797531
ENSG00000146276	6	-	89887220	89927152
ENSG00000146278	6	+	89790497	89794879
ENSG00000146281	6	+	89855769	89875284
ENSG00000146282	6	-	88224096	88299721
ENSG00000146285	6	-	108026404	108145516
ENSG00000146350	6	-	121401917	121655626
ENSG00000146352	6	+	123317116	123394072
ENSG00000146360	6	+	110300298	110301921
ENSG00000146373	6	+	125304514	125404661
ENSG00000146374	6	+	127439749	127518441
ENSG00000146376	6	-	129897277	130031370
ENSG00000146378	6	-	132938289	132945414
ENSG00000146383	6	+	132891461	132892498
ENSG00000146385	6	+	132873832	132874860
ENSG00000146386	6	+	139349819	139364439
ENSG00000146399	6	-	132966123	132967142
ENSG00000146409	6	-	133090509	133119692
ENSG00000146410	6	-	136552168	136571449
ENSG00000146411	6	-	134309835	134373774
ENSG00000146414	6	-	146205943	146285525
ENSG00000146416	6	+	143382013	143661441
ENSG00000146425	6	-	159057506	159065771
ENSG00000146426	6	+	155153831	155578857
ENSG00000146433	6	+	158957468	159056460
ENSG00000146453	6	+	160221301	160241735
ENSG00000146457	6	+	160146617	160177351
ENSG00000146463	1	+	35734568	35887545
ENSG00000146469	6	+	153071933	153080900
ENSG00000146476	6	+	151773422	151791236
ENSG00000146477	6	+	160769300	160873613
ENSG00000146530	7	-	12370511	12443531
ENSG00000146535	7	-	2767746	2883958
ENSG00000146540	7	-	1036642	1177876
ENSG00000146555	7	+	3341080	4308632
ENSG00000146574	7	-	6837992	6866401
ENSG00000146576	7	+	6629648	6648357
ENSG00000146587	7	+	5085553	5109119
ENSG00000146592	7	+	28452144	28865511
ENSG00000146618	7	-	19184405	19185044
ENSG00000146648	7	+	55086794	55279321
ENSG00000146670	11	-	64844924	64851623
ENSG00000146674	7	-	45953404	45960850
ENSG00000146676	7	-	44915896	44924960
ENSG00000146678	7	+	45927956	45933267
ENSG00000146700	7	-	76018651	76039012
ENSG00000146701	7	+	75677385	75696826
ENSG00000146707	7	-	76239303	76256558
ENSG00000146729	7	+	56032274	56067874
ENSG00000146731	7	+	56119323	56131682
ENSG00000146733	7	-	56078761	56119297
ENSG00000146755	7	-	72726535	72742085
ENSG00000146757	7	+	64838712	64866038
ENSG00000146776	7	-	105245514	105517050
ENSG00000146802	7	-	112402437	112430647
ENSG00000146809	7	+	123207064	123277951
ENSG00000146826	7	-	99752043	99756308
ENSG00000146828	7	+	100450375	100464630
ENSG00000146830	7	-	100277130	100287071
ENSG00000146833	7	-	99488036	99517154
ENSG00000146834	7	+	100027254	100031741
ENSG00000146839	7	+	100331644	100395418
ENSG00000146842	7	-	129804555	129845338
ENSG00000146856	7	+	134671259	134820530
ENSG00000146857	7	+	134916731	134943244
ENSG00000146858	7	-	138710452	138720775
ENSG00000146859	7	+	134832824	134850967
ENSG00000146872	17	+	60556386	60690851
ENSG00000146904	7	-	143088205	143105985
ENSG00000146909	7	+	156742417	156765876
ENSG00000146910	7	-	155293827	155326557
ENSG00000146918	7	-	158424006	158497495
ENSG00000146926	7	-	150872789	150884242
ENSG00000146938	X	-	5808067	6146904
ENSG00000146950	X	+	9754496	9917483
ENSG00000146955	7	+	140103843	140126050
ENSG00000146963	7	+	139044654	139108198
ENSG00000146966	7	-	140218220	140340576
ENSG00000147003	X	-	15645441	15683154
ENSG00000147010	X	-	19552093	19905719
ENSG00000147027	X	-	34645181	34675405
ENSG00000147036	X	+	37430905	37536647
ENSG00000147041	X	+	37892787	37988072
ENSG00000147044	X	-	41379343	41782268
ENSG00000147050	X	+	44732757	44971847
ENSG00000147059	X	-	57160963	57163430
ENSG00000147065	X	+	64887537	64961791
ENSG00000147081	X	-	49955411	49965664
ENSG00000147082	X	+	49969416	50094909
ENSG00000147099	X	-	71549366	71792953
ENSG00000147100	X	+	73641296	73753752
ENSG00000147113	X	-	45007619	45060146
ENSG00000147117	X	+	47229982	47273704
ENSG00000147118	X	-	47834251	47863377
ENSG00000147119	X	+	46433219	46457843
ENSG00000147121	X	+	46306292	46334074
ENSG00000147123	X	-	47001619	47004437
ENSG00000147124	X	-	47305278	47342345
ENSG00000147127	X	+	69502022	69504852
ENSG00000147130	X	-	70459474	70474499
ENSG00000147133	X	+	70586155	70683896
ENSG00000147138	X	+	78426469	78427726
ENSG00000147140	X	+	70503433	70521018
ENSG00000147144	X	+	48916523	48927509
ENSG00000147145	X	+	78003225	78012591
ENSG00000147155	X	+	48379546	48387104
ENSG00000147160	X	-	69260392	69269788
ENSG00000147162	X	+	70752933	70795747
ENSG00000147164	X	-	70279096	70288273
ENSG00000147166	X	+	70521584	70525221
ENSG00000147168	X	-	70327254	70331481
ENSG00000147174	X	+	70800135	70833432
ENSG00000147180	X	+	84499038	84528366
ENSG00000147183	X	+	88002226	88009786
ENSG00000147202	X	+	95939711	96859996
ENSG00000147206	X	-	102330738	102348053
ENSG00000147223	X	-	106143293	106146547
ENSG00000147224	X	+	106871737	106894256
ENSG00000147231	X	+	105855202	105922672
ENSG00000147234	X	+	106765680	106846603
ENSG00000147246	X	+	113818551	114144624
ENSG00000147251	X	+	117629872	117820110
ENSG00000147255	X	-	130407485	130423403
ENSG00000147256	X	+	130192216	130223853
ENSG00000147257	X	-	132669782	133119673
ENSG00000147262	X	-	129518319	129519511
ENSG00000147274	X	-	135955620	135962884
ENSG00000147316	8	+	6264113	6501144
ENSG00000147324	8	-	8640864	8751155
ENSG00000147364	8	+	356955	419873
ENSG00000147378	X	+	150884507	150891666
ENSG00000147380	X	+	153448107	153461633
ENSG00000147381	X	+	151086699	151093642
ENSG00000147382	X	-	152853385	152864632
ENSG00000147383	X	+	151999511	152038273
ENSG00000147394	X	+	152082986	152142024
ENSG00000147400	X	-	151995517	151999321
ENSG00000147402	X	+	151806637	151825999
ENSG00000147403	X	+	153626571	153630680
ENSG00000147408	8	-	19261672	19460006
ENSG00000147416	8	+	20054878	20079212
ENSG00000147419	8	-	27590835	27630151
ENSG00000147421	8	+	28747921	28910787
ENSG00000147432	8	+	42552562	42592550
ENSG00000147434	8	-	42607763	42623929
ENSG00000147437	8	-	25276778	25282170
ENSG00000147439	8	-	22477931	22526633
ENSG00000147443	8	-	21766384	21771371
ENSG00000147454	8	+	23386318	23432976
ENSG00000147457	8	+	23101150	23119505
ENSG00000147459	8	+	25042380	25273232
ENSG00000147465	8	-	38001167	38008783
ENSG00000147471	8	+	37620111	37637283
ENSG00000147475	8	+	37594145	37616619
ENSG00000147481	8	+	50824233	51706678
ENSG00000147485	8	-	52232139	52722005
ENSG00000147488	8	-	53023399	53322303
ENSG00000147509	8	+	54764368	54871863
ENSG00000147526	8	+	38644722	38710546
ENSG00000147533	8	+	41348173	41368499
ENSG00000147535	8	-	38120648	38126738
ENSG00000147536	8	+	41386725	41402565
ENSG00000147548	8	-	38127215	38239790
ENSG00000147570	8	+	66933795	67012751
ENSG00000147571	8	-	67088620	67090960
ENSG00000147573	8	+	67039131	67087720
ENSG00000147576	8	+	67344721	67381142
ENSG00000147586	8	-	80830952	80942506
ENSG00000147588	8	-	82352561	82359758
ENSG00000147592	8	-	71549491	71581392
ENSG00000147596	8	-	70963886	70983562
ENSG00000147601	8	+	73921099	73958706
ENSG00000147604	8	-	74202874	74206133
ENSG00000147606	8	+	92261535	92406946
ENSG00000147613	8	-	87060602	87081926
ENSG00000147614	8	+	87111066	87166457
ENSG00000147642	8	-	110586417	110704020
ENSG00000147647	8	-	105391652	105479281
ENSG00000147649	8	+	98656407	98740998
ENSG00000147650	8	-	105501478	105601234
ENSG00000147654	8	+	110552406	110578225
ENSG00000147655	8	-	108911545	109095876
ENSG00000147669	8	+	101162812	101166230
ENSG00000147676	8	+	120220610	120257909
ENSG00000147677	8	-	117654369	117768060
ENSG00000147679	8	+	117778742	117786923
ENSG00000147684	8	+	125551344	125562220
ENSG00000147687	8	-	125500749	125551325
ENSG00000147689	8	+	124191287	124222002
ENSG00000147697	8	-	130760442	130799134
ENSG00000147724	8	-	139142266	139509065
ENSG00000147789	8	+	146053003	146069157
ENSG00000147799	8	-	145754563	145831084
ENSG00000147804	8	-	145637798	145642279
ENSG00000147813	8	-	144656955	144660783
ENSG00000147852	9	+	2621834	2660053
ENSG00000147853	9	-	4711155	4741318
ENSG00000147854	9	+	6413323	6507054
ENSG00000147862	9	-	14087568	14313666
ENSG00000147869	9	-	14719722	14722715
ENSG00000147872	9	-	19115768	19127574
ENSG00000147873	9	-	21304613	21305312
ENSG00000147874	9	-	19053141	19103117
ENSG00000147883	9	-	22002902	22009362
ENSG00000147885	9	-	21216372	21217310
ENSG00000147889	9	-	21968055	21974865
ENSG00000147894	9	-	27546544	27573448
ENSG00000147896	9	+	27524312	27526496
ENSG00000147905	9	+	37120536	37358146
ENSG00000147912	9	-	37510889	37576250
ENSG00000147926	9	+	40700291	40706537
ENSG00000147955	9	-	34634719	34637768
ENSG00000147996	9	-	70432369	70490107
ENSG00000148019	9	+	80851123	80881983
ENSG00000148053	9	+	87283466	87638505
ENSG00000148057	9	+	86238083	86258819
ENSG00000148082	9	-	91628060	91793682
ENSG00000148090	9	-	93976097	94124195
ENSG00000148110	9	+	97136833	97223324
ENSG00000148120	9	+	97522066	97849440
ENSG00000148123	9	+	103790991	104087417
ENSG00000148136	9	-	107288534	107289490
ENSG00000148143	9	+	109625378	109775915
ENSG00000148153	9	-	115446206	115480516
ENSG00000148154	9	+	114659046	114697649
ENSG00000148156	9	-	111616871	111619239
ENSG00000148158	9	+	115513118	115637267
ENSG00000148175	9	-	124101355	124132483
ENSG00000148180	9	+	124062071	124095120
ENSG00000148187	9	+	125026935	125085743
ENSG00000148200	9	-	127279554	127533556
ENSG00000148204	9	+	126118539	126141032
ENSG00000148215	9	+	125551150	125552237
ENSG00000148218	9	-	116148597	116163613
ENSG00000148219	9	-	119187507	120177348
ENSG00000148225	9	-	116075502	116102562
ENSG00000148229	9	-	116169515	116172952
ENSG00000148248	9	-	136228325	136242970
ENSG00000148288	9	-	136028340	136039332
ENSG00000148290	9	-	136218610	136223361
ENSG00000148291	9	+	136223428	136228045
ENSG00000148296	9	-	136197552	136203235
ENSG00000148297	9	-	136205160	136214558
ENSG00000148300	9	-	136271186	136283164
ENSG00000148303	9	+	136215069	136218281
ENSG00000148308	9	+	135906391	135933888
ENSG00000148331	9	-	132399171	132404444
ENSG00000148334	9	-	130882972	130890741
ENSG00000148335	9	+	132371163	132398209
ENSG00000148337	9	-	130928344	130966662
ENSG00000148339	9	+	130830480	130871523
ENSG00000148341	9	-	131769315	131790579
ENSG00000148343	9	+	131799213	131834361
ENSG00000148344	9	-	132500610	132515326
ENSG00000148346	9	+	130911350	130915412
ENSG00000148356	9	+	130213792	130265778
ENSG00000148357	9	+	133285948	133309510
ENSG00000148358	9	+	132815705	132902443
ENSG00000148362	9	+	139886870	139888428
ENSG00000148377	10	-	1064847	1071799
ENSG00000148384	9	-	139323071	139334274
ENSG00000148386	9	+	138555168	138557949
ENSG00000148396	9	-	139334549	139372141
ENSG00000148399	9	-	140449361	140473387
ENSG00000148400	9	-	139388896	139440314
ENSG00000148408	9	+	140772241	141019076
ENSG00000148411	9	-	138898383	138942426
ENSG00000148426	10	+	11865397	11914276
ENSG00000148429	10	-	11502509	11574274
ENSG00000148444	10	+	22604903	22609235
ENSG00000148450	10	+	23384435	23410942
ENSG00000148459	10	+	26986588	27035727
ENSG00000148468	10	-	15253642	15413058
ENSG00000148481	10	-	15820169	15902519
ENSG00000148482	10	+	18240768	18332221
ENSG00000148483	10	+	17794251	17842867
ENSG00000148484	10	-	16632610	16859382
ENSG00000148488	10	-	17361873	17496329
ENSG00000148498	10	-	34398489	35104249
ENSG00000148513	10	+	37414785	37521495
ENSG00000148516	10	+	31608101	31818741
ENSG00000148541	10	-	61005893	61122308
ENSG00000148572	10	+	64893050	64914783
ENSG00000148584	10	-	52566322	52645435
ENSG00000148600	10	+	85954414	85977122
ENSG00000148602	10	-	85991349	86001217
ENSG00000148604	10	+	86004809	86019716
ENSG00000148606	10	-	79734907	79789303
ENSG00000148634	10	-	69681665	69835040
ENSG00000148655	10	+	77542519	78317133
ENSG00000148660	10	-	75572259	75634343
ENSG00000148671	10	+	88727949	88730672
ENSG00000148672	10	-	88810243	88854623
ENSG00000148677	10	-	92671853	92681033
ENSG00000148680	10	-	92500580	92617455
ENSG00000148688	10	+	92631709	92668312
ENSG00000148690	10	-	95427640	95462329
ENSG00000148700	10	+	111767720	111893969
ENSG00000148702	10	+	115312785	115349358
ENSG00000148704	10	-	118892801	118897567
ENSG00000148719	10	-	74092588	74114907
ENSG00000148730	10	+	72164135	72188374
ENSG00000148734	10	-	72007085	72043432
ENSG00000148735	10	+	115524578	115537485
ENSG00000148737	10	+	114710009	114927437
ENSG00000148773	10	-	129894923	129924649
ENSG00000148795	10	-	104590288	104597290
ENSG00000148798	10	+	105036920	105050108
ENSG00000148803	10	-	135168795	135171529
ENSG00000148814	10	+	134145704	134193422
ENSG00000148824	10	+	135207675	135234174
ENSG00000148826	10	-	134598297	134599556
ENSG00000148828	GL000228.1	-	30530	32226
ENSG00000148832	10	+	135192738	135205198
ENSG00000148834	10	+	106014493	106027215
ENSG00000148835	10	+	105127724	105148822
ENSG00000148840	10	+	103892787	103910082
ENSG00000148841	10	-	106071901	106093663
ENSG00000148842	10	+	104678050	104849978
ENSG00000148843	10	+	105156405	105206049
ENSG00000148848	10	-	127700950	128077024
ENSG00000148908	10	-	121259437	121302220
ENSG00000148925	11	-	13409548	13484827
ENSG00000148926	11	+	10326631	10328902
ENSG00000148935	11	+	22688161	22834601
ENSG00000148942	11	-	26688566	26743571
ENSG00000148943	11	-	27516123	27528320
ENSG00000148948	11	-	40135753	40315664
ENSG00000148950	11	-	31453949	31531169
ENSG00000148965	11	-	18252896	18258440
ENSG00000148985	11	+	3829691	3847601
ENSG00000149016	11	-	62342517	62359109
ENSG00000149021	11	+	62186507	62190667
ENSG00000149043	11	+	1855674	1858751
ENSG00000149050	11	-	7020549	7041599
ENSG00000149054	11	+	6947654	6979068
ENSG00000149084	11	+	43702259	43878160
ENSG00000149089	11	-	34903842	34938046
ENSG00000149090	11	-	35453370	35547171
ENSG00000149091	11	+	46383145	46402104
ENSG00000149100	11	+	32605371	32627808
ENSG00000149115	11	-	57067118	57089671
ENSG00000149124	11	-	58476537	58499434
ENSG00000149131	11	+	57364991	57382326
ENSG00000149133	11	-	55761157	55762101
ENSG00000149136	11	-	57093459	57103351
ENSG00000149150	11	-	57252007	57283259
ENSG00000149177	11	+	48002113	48189670
ENSG00000149179	11	+	46958329	47183798
ENSG00000149182	11	-	47185852	47198633
ENSG00000149187	11	-	47491870	47545540
ENSG00000149196	11	+	86013265	86056969
ENSG00000149201	11	+	86085934	86134054
ENSG00000149212	11	-	94898704	94964361
ENSG00000149218	11	+	94822974	94865809
ENSG00000149231	11	-	96085933	96121068
ENSG00000149243	11	-	75133440	75141674
ENSG00000149256	11	-	78363876	79151695
ENSG00000149257	11	+	75273415	75283827
ENSG00000149260	11	+	76777988	76837201
ENSG00000149262	11	-	77589766	77705724
ENSG00000149269	11	-	77033993	77185105
ENSG00000149273	11	+	75110574	75116732
ENSG00000149289	11	+	109964087	110042566
ENSG00000149292	11	+	113185251	113237114
ENSG00000149294	11	+	112832158	113146211
ENSG00000149295	11	-	113280337	113346111
ENSG00000149300	11	+	111789601	111797596
ENSG00000149305	11	+	113775399	113817287
ENSG00000149308	11	-	108027942	108093369
ENSG00000149311	11	+	108093559	108239826
ENSG00000149313	11	+	105948216	105969437
ENSG00000149328	11	+	134201768	134246218
ENSG00000149346	20	+	10415951	10604027
ENSG00000149357	11	-	71808338	71814433
ENSG00000149380	11	-	73977700	74022702
ENSG00000149403	11	+	120382468	120859613
ENSG00000149418	11	+	130029457	130080271
ENSG00000149428	11	-	118914900	118927848
ENSG00000149435	20	-	23965690	23969416
ENSG00000149443	20	-	18790372	18810797
ENSG00000149451	20	-	3648617	3662893
ENSG00000149452	11	-	62760296	62783311
ENSG00000149474	20	+	18122964	18169031
ENSG00000149476	11	+	61100682	61116714
ENSG00000149480	11	-	62360686	62369312
ENSG00000149483	11	+	61129473	61136981
ENSG00000149485	11	-	61567099	61584634
ENSG00000149488	20	+	2517253	2622430
ENSG00000149489	11	+	62380213	62382592
ENSG00000149499	11	-	62369690	62380237
ENSG00000149503	11	+	61891445	61920453
ENSG00000149506	11	+	60635035	60643166
ENSG00000149507	11	+	59807748	59815517
ENSG00000149516	11	+	59824156	59838601
ENSG00000149527	1	+	2398898	2436965
ENSG00000149531	20	+	29611857	29634010
ENSG00000149532	11	-	61170121	61197383
ENSG00000149534	11	+	59856137	59863444
ENSG00000149541	11	-	62382768	62389647
ENSG00000149547	11	+	125439298	125454574
ENSG00000149548	11	+	124824017	124911385
ENSG00000149554	11	+	125496236	125527031
ENSG00000149557	11	-	125315657	125366206
ENSG00000149564	11	-	124623019	124632180
ENSG00000149571	11	-	126293254	126870655
ENSG00000149573	11	-	118124118	118134997
ENSG00000149575	11	-	118032666	118047388
ENSG00000149577	11	+	117049449	117068158
ENSG00000149582	11	+	118401924	118406550
ENSG00000149591	11	+	117072589	117075494
ENSG00000149596	20	-	42740335	42816218
ENSG00000149599	20	-	30448870	30458550
ENSG00000149600	20	-	31290493	31331803
ENSG00000149609	20	+	32250090	32251720
ENSG00000149633	20	-	36838890	36889174
ENSG00000149634	20	-	44515128	44516274
ENSG00000149635	20	-	45169585	45179213
ENSG00000149636	20	-	35380194	35402154
ENSG00000149639	20	-	35405845	35492089
ENSG00000149646	20	+	34556529	34618622
ENSG00000149651	20	+	44350990	44354469
ENSG00000149654	20	-	44802372	44880334
ENSG00000149657	20	+	60697563	60710434
ENSG00000149658	20	-	61826781	61847586
ENSG00000149679	20	-	60963688	60982341
ENSG00000149716	11	-	69480331	69490115
ENSG00000149735	11	-	64701943	64703360
ENSG00000149742	11	+	63137280	63177766
ENSG00000149743	11	-	63991272	63993726
ENSG00000149761	11	+	63993762	63997488
ENSG00000149781	11	+	63974206	63991354
ENSG00000149782	11	+	64019019	64036622
ENSG00000149792	11	+	64889800	64894843
ENSG00000149798	11	+	65084691	65089891
ENSG00000149806	11	-	64888100	64889945
ENSG00000149809	11	+	64879326	64883828
ENSG00000149823	11	+	64863631	64879332
ENSG00000149922	16	-	30097114	30103205
ENSG00000149923	16	+	30087311	30096698
ENSG00000149925	16	+	30064444	30081741
ENSG00000149926	16	-	30035748	30042580
ENSG00000149927	16	-	30016830	30022401
ENSG00000149929	16	-	30003645	30007757
ENSG00000149930	16	+	29984962	29999719
ENSG00000149932	16	+	29973998	29984339
ENSG00000149948	12	+	66217911	66360075
ENSG00000149968	11	-	102706532	102714534
ENSG00000149970	X	+	21392980	21672813
ENSG00000149972	11	+	98891920	100229616
ENSG00000150045	12	+	9980077	9997606
ENSG00000150048	12	-	10222153	10251584
ENSG00000150051	10	-	27961804	28034989
ENSG00000150054	10	-	28339922	28569071
ENSG00000150093	10	-	33189247	33246822
ENSG00000150165	10	-	47157989	47174040
ENSG00000150201	10	+	43867090	43871780
ENSG00000150244	11	+	55029658	55038595
ENSG00000150261	11	+	56113421	56114507
ENSG00000150269	11	-	56229945	56230877
ENSG00000150275	10	-	55580930	56561051
ENSG00000150281	16	+	30907928	30914881
ENSG00000150316	11	-	94695793	94706776
ENSG00000150337	1	+	149754246	149764074
ENSG00000150347	10	+	63661059	63856703
ENSG00000150361	13	-	70274726	70682591
ENSG00000150394	16	-	61681146	62070739
ENSG00000150401	13	-	114111362	114145267
ENSG00000150403	13	+	114145310	114204510
ENSG00000150433	11	-	124966398	124973205
ENSG00000150455	11	+	126153005	126163139
ENSG00000150456	13	-	21302870	21348088
ENSG00000150457	13	-	21547171	21635686
ENSG00000150459	13	+	21714653	21723221
ENSG00000150471	4	+	62067860	62938184
ENSG00000150477	18	+	34409080	34805287
ENSG00000150510	13	+	51796507	51855616
ENSG00000150526	14	+	39703120	39722859
ENSG00000150527	14	+	39736328	39820397
ENSG00000150540	2	+	138721880	138773930
ENSG00000150551	2	-	133402426	133427778
ENSG00000150556	2	+	149894981	150071776
ENSG00000150593	10	+	112631565	112659764
ENSG00000150594	10	+	112836790	112840658
ENSG00000150625	4	-	176554085	176923483
ENSG00000150627	4	+	176987132	177101310
ENSG00000150628	4	-	177105789	177116822
ENSG00000150630	4	-	177604689	177713881
ENSG00000150636	18	+	66465317	66722426
ENSG00000150637	18	-	67530192	67624232
ENSG00000150656	18	+	72201675	72252261
ENSG00000150667	15	-	39892232	40075031
ENSG00000150672	11	-	83168962	85338314
ENSG00000150676	11	+	85566144	85631064
ENSG00000150681	1	+	192127587	192154945
ENSG00000150687	11	+	86511282	86522275
ENSG00000150712	5	-	32227112	32313115
ENSG00000150722	2	+	182850604	182994745
ENSG00000150750	11	+	111126707	111157126
ENSG00000150753	5	+	10250033	10266524
ENSG00000150756	5	-	10226845	10249998
ENSG00000150760	10	+	128593978	129250781
ENSG00000150764	11	+	111807927	111893305
ENSG00000150768	11	+	111895538	111935114
ENSG00000150773	11	-	111938525	111944895
ENSG00000150776	11	+	111945040	111955874
ENSG00000150779	11	-	111955541	111957522
ENSG00000150782	11	-	112013974	112034840
ENSG00000150783	11	+	112038095	112043282
ENSG00000150787	11	+	112097088	112104696
ENSG00000150867	10	-	22823778	23003484
ENSG00000150873	2	+	11273179	11286150
ENSG00000150893	13	+	39261266	39460074
ENSG00000150907	13	-	41129804	41240734
ENSG00000150938	2	+	36583069	36778278
ENSG00000150961	4	-	119643978	119757293
ENSG00000150967	12	-	123413547	123466196
ENSG00000150977	12	-	123899936	123921264
ENSG00000150990	12	-	125431373	125473667
ENSG00000150991	12	-	125396150	125399894
ENSG00000150995	3	+	4535032	4889524
ENSG00000151005	4	-	164392257	164395047
ENSG00000151006	16	-	31094746	31100284
ENSG00000151012	4	-	139085251	139163503
ENSG00000151014	4	+	139936943	139966906
ENSG00000151023	10	-	25270908	25305085
ENSG00000151025	10	+	25463991	25891155
ENSG00000151033	10	-	30900718	30918691
ENSG00000151062	12	-	1901123	2028002
ENSG00000151065	12	-	2055220	2113677
ENSG00000151067	12	+	2162729	2800459
ENSG00000151079	12	+	4918342	4960277
ENSG00000151090	3	-	24158651	24536266
ENSG00000151092	3	-	25760604	25825042
ENSG00000151093	3	+	25831571	25836025
ENSG00000151116	11	-	18551156	18610230
ENSG00000151117	11	+	18720338	18726332
ENSG00000151131	12	+	105380088	105389004
ENSG00000151135	12	+	107349500	107367762
ENSG00000151136	12	+	107712190	108053419
ENSG00000151148	12	+	109915447	109974507
ENSG00000151150	10	-	61786056	62149488
ENSG00000151151	10	-	59951278	60027694
ENSG00000151164	12	+	110940044	110969891
ENSG00000151176	12	+	113796375	113827203
ENSG00000151208	10	-	79550549	79686284
ENSG00000151224	10	-	82031576	82049440
ENSG00000151229	12	-	40148823	40499661
ENSG00000151233	12	-	42475647	42538681
ENSG00000151239	12	-	44189296	44200052
ENSG00000151240	10	-	320130	735606
ENSG00000151247	4	-	99802049	99850284
ENSG00000151276	3	-	65342053	66023983
ENSG00000151287	13	-	103418460	103426161
ENSG00000151292	5	+	122847793	122952465
ENSG00000151304	5	+	121297656	121364314
ENSG00000151320	14	+	32798479	33300567
ENSG00000151322	14	+	33408523	34270315
ENSG00000151327	14	+	35515609	35552589
ENSG00000151332	14	-	36767770	36789882
ENSG00000151338	14	+	37667155	38021566
ENSG00000151348	11	+	44117747	44266979
ENSG00000151353	2	-	667335	677439
ENSG00000151360	2	+	3705785	3750261
ENSG00000151364	11	-	77726761	77734340
ENSG00000151365	11	+	77774907	77779397
ENSG00000151366	11	-	77779350	77791265
ENSG00000151376	11	-	86152152	86383678
ENSG00000151379	2	+	17997763	17998368
ENSG00000151388	5	-	33523640	33892297
ENSG00000151413	14	+	32030601	32330430
ENSG00000151414	1	+	198126093	198291550
ENSG00000151418	1	-	198492356	198510075
ENSG00000151422	5	+	108083523	108532542
ENSG00000151445	14	-	77893018	77923948
ENSG00000151458	4	-	125585207	125633887
ENSG00000151461	10	-	11962021	12077896
ENSG00000151465	10	+	12237965	12292587
ENSG00000151466	4	-	129805148	130014762
ENSG00000151468	10	-	12938627	13043697
ENSG00000151470	4	+	130014472	130037795
ENSG00000151474	10	-	13685712	14372883
ENSG00000151475	4	+	128651533	128695448
ENSG00000151490	12	+	15475331	15750327
ENSG00000151491	12	-	15773096	15942510
ENSG00000151498	11	+	134123389	134135749
ENSG00000151500	11	-	134118173	134123238
ENSG00000151502	11	+	134094539	134117686
ENSG00000151503	11	-	134022340	134093885
ENSG00000151532	10	+	114207016	114578503
ENSG00000151552	4	-	17488021	17513857
ENSG00000151553	10	+	116581503	116624472
ENSG00000151572	12	+	101188585	101522419
ENSG00000151575	15	+	56657625	56738072
ENSG00000151576	3	+	113775582	113807196
ENSG00000151577	3	-	113847557	113897899
ENSG00000151611	4	+	146539415	146581187
ENSG00000151612	4	-	146681890	146859623
ENSG00000151615	4	+	147560045	147563626
ENSG00000151617	4	+	148402084	148466106
ENSG00000151623	4	-	148999920	149363672
ENSG00000151632	10	-	5029967	5046215
ENSG00000151640	10	+	134000404	134019280
ENSG00000151650	10	+	135050908	135055433
ENSG00000151651	10	-	135075907	135090372
ENSG00000151655	10	+	7745232	7791483
ENSG00000151657	10	-	7792925	7829944
ENSG00000151665	2	-	46808076	46844258
ENSG00000151687	2	+	190540711	190611370
ENSG00000151689	2	+	191208196	191236390
ENSG00000151690	2	+	191273081	191367041
ENSG00000151692	2	+	7057523	7184313
ENSG00000151693	2	+	9346894	9545807
ENSG00000151694	2	-	9628615	9695917
ENSG00000151702	11	+	128563665	128683162
ENSG00000151704	11	-	128708639	128712429
ENSG00000151715	11	+	129685714	129729898
ENSG00000151718	4	+	184020446	184241930
ENSG00000151725	4	-	185615772	185655287
ENSG00000151726	4	-	185676754	185747972
ENSG00000151729	4	+	186064395	186071536
ENSG00000151743	12	-	31824071	31882108
ENSG00000151746	12	+	32260163	32530811
ENSG00000151748	14	-	51100354	51135049
ENSG00000151773	13	-	44410488	44453826
ENSG00000151778	13	+	44947978	44971850
ENSG00000151779	2	-	15307033	15701454
ENSG00000151789	3	-	21459915	21792927
ENSG00000151790	4	+	156824847	156841558
ENSG00000151806	4	+	44680446	44702943
ENSG00000151812	14	-	58030640	58063615
ENSG00000151834	4	-	46250444	46477247
ENSG00000151835	13	-	23902965	24007841
ENSG00000151838	14	-	59971779	60043549
ENSG00000151846	13	+	25670300	25673389
ENSG00000151849	13	-	25457171	25497018
ENSG00000151876	5	+	41925356	41941845
ENSG00000151881	5	-	43444354	43483938
ENSG00000151882	5	-	43379295	43412493
ENSG00000151883	5	+	49962772	50142356
ENSG00000151892	10	-	117823275	118032979
ENSG00000151893	10	-	120440501	120514758
ENSG00000151914	6	-	56322785	56507794
ENSG00000151917	6	+	56820090	56892140
ENSG00000151923	10	-	121334199	121356007
ENSG00000151929	10	+	121410882	121437331
ENSG00000151948	12	+	129338081	129469509
ENSG00000151952	12	-	129556271	130388211
ENSG00000151962	4	+	155702365	155749965
ENSG00000151967	3	+	159557650	159615149
ENSG00000152022	1	+	145477085	145501669
